YEAR,ST,MNI,HPL,TY,HPL2,STA,NAME,MA,CO,MCD,PLACE,RGN,FO,UC,AGL,AS,POP2000,GRLAG,POV2000,POVU2000,OCROWD2000,PRE402000,PCI1999,POP60,POP80A,POP80T,CUBANS,GA,FP,FORMA,CFA,FORMB,CFB,AB,STATEBREAK,PCI1989,PCI89,POVU,POP,POV,OCROWD,AGE,PINC,CDBGFLAG,CDBGKEY,FIPSMCD,MCDFLAG,COUSUB,CENSUSKEY,FIPSKEY,KEY,FLAG,CDBGHPL,CDBGTY,OLDPOP2000,POP90,JOINT,HCUBANS,HAGL,CPL
"2010","01","0000","0000","21","0000",AL,ALABAMA,"00000","000","99999","99999","04","09","0","0","0",4447100.00000,,698097.00000,4334919.00000,,139227.00000,18188.84615,0.00000,3894135.00000,3893888.00000,110.00000,53318579.00000,0.00000,56105046.00000,0.00000,48237630.00000,0.00000,A,ALABAMA,,18188.84615,4334919.00000,4661900.00000,698097.00000,51004.00000,139227.00000,18188.84615,C,,,,,,"01",,,"0000","21",,,,,,
"2010","01","0000","0000","30","0000",AL,"BIRMINGHAM-HOOVER,AL MSA","13820",,,,,,"0","0","0",1052238.00000,,139841.00000,1031000.00000,,37973.00000,20641.93433,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,20641.93433,1031000.00000,1117608.00000,139841.00000,10680.00000,37973.00000,20641.93433,C,,,,,,MSAD0113820,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"MOBILE, AL MSA","33660",,,,,,"0","0","0",399843.00000,,72549.00000,392003.00000,,10250.00000,17177.76727,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,17177.76727,392003.00000,406309.00000,72549.00000,6574.00000,10250.00000,17177.76727,C,,,,,,MSAD0133660,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"MONTGOMERY, AL MSA","33860",,,,,,"0","0","0",346528.00000,,51943.00000,329467.00000,,9466.00000,18659.10056,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,18659.10056,329467.00000,365924.00000,51943.00000,4828.00000,9466.00000,18659.10056,C,,,,,,MSAD0133860,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"TUSCALOOSA, AL MSA","46220",,,,,,"0","0","0",192034.00000,,34555.00000,183219.00000,,4225.00000,18155.30167,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,18155.30167,183219.00000,206765.00000,34555.00000,2471.00000,4225.00000,18155.30167,C,,,,,,MSAD0146220,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"HUNTSVILLE, AL MSA","26620",,,,,,"0","0","0",342376.00000,,36179.00000,332338.00000,,5030.00000,22072.78898,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,22072.78898,332338.00000,395645.00000,36179.00000,2922.00000,5030.00000,22072.78898,C,,,,,,MSAD0126620,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"GADSDEN, AL MSA","23460",,,,,,"0","0","0",103459.00000,,15938.00000,101529.00000,,4824.00000,16783.26777,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,16783.26777,101529.00000,103303.00000,15938.00000,767.00000,4824.00000,16783.26777,C,,,,,,MSAD0123460,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"FLORENCE-MUSCLE SHOALS,A","22520",,,,,,"0","0","0",142950.00000,,20034.00000,140633.00000,,4808.00000,18205.15355,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,18205.15355,140633.00000,143791.00000,20034.00000,844.00000,4808.00000,18205.15355,C,,,,,,MSAD0122520,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"DOTHAN, AL MSA","20020",,,,,,"0","0","0",130861.00000,,21226.00000,129291.00000,,3717.00000,17560.79886,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,17560.79886,129291.00000,140961.00000,21226.00000,1369.00000,3717.00000,17560.79886,C,,,,,,MSAD0120020,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"DECATUR, AL MSA","19460",,,,,,"0","0","0",145867.00000,,18747.00000,144200.00000,,3221.00000,18576.88442,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,18576.88442,144200.00000,150125.00000,18747.00000,1641.00000,3221.00000,18576.88442,C,,,,,,MSAD0119460,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"COLUMBUS, GA-AL MSA","17980",,,,,,"0","0","0",49756.00000,,9743.00000,48953.00000,,1525.00000,14014.99317,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,14014.99317,48953.00000,50504.00000,9743.00000,819.00000,1525.00000,14014.99317,C,,,,,,MSAD0117980,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"AUBURN-OPELIKA, AL MSA","12220",,,,,,"0","0","0",115092.00000,,24119.00000,110577.00000,,1832.00000,17158.27859,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,17158.27859,110577.00000,133010.00000,24119.00000,1192.00000,1832.00000,17158.27859,C,,,,,,MSAD0112220,,,"0000","30",,,,,,
"2010","01","0000","0000","30","0000",AL,"ANNISTON-OXFORD, AL MSA","11500",,,,,,"0","0","0",112249.00000,,17695.00000,109830.00000,,4496.00000,17366.69458,0.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,17366.69458,109830.00000,113419.00000,17695.00000,850.00000,4496.00000,17366.69458,C,,,,,,MSAD0111500,,,"0000","30",,,,,,
"2010","01","0000","0072","51","0000",AL,ANNISTON,"11500","015","99999","01852","04","09","0","0","1",24473.00000,26476.00000,5432.00000,23805.00000,,1947.00000,18901.54458,33657.00000,29118.00000,29523.00000,0.00000,714315.00000,814848.00000,354344.00000,354344485.00000,814848.00000,814847691.00000,B,ALABAMA,,18901.54458,23805.00000,23662.00000,5432.00000,248.00000,1947.00000,18901.54458,C,,,N,,,"0101852",,,"0072","51",,,,,,
"2010","01","0000","0144","51","0000",AL,AUBURN,"12220","081","99999","03076","04","09","0","0","1",42987.00000,0.00000,14859.00000,39026.00000,,544.00000,16431.08448,16261.00000,0.00000,0.00000,0.00000,790867.00000,902174.00000,902174.00000,902173668.00000,484490.00000,484489833.00000,A,ALABAMA,,16431.08448,39026.00000,56088.00000,14859.00000,316.00000,544.00000,16431.08448,C,,,N,,,"0103076",,,"0144","51",,,,,,
"2010","01","0000","0216","52","0000",AL,BESSEMER,"13820","073","99999","05980","04","09","0","1","1",29672.00000,25191.00000,7969.00000,29276.00000,,2004.00000,12231.59705,33054.00000,37656.00000,31729.00000,0.00000,764124.00000,871668.00000,509088.00000,509088170.00000,871668.00000,871668171.00000,B,ALABAMA,,12231.59705,29276.00000,28542.00000,7969.00000,411.00000,2004.00000,12231.59705,C,,,N,,,"0105980",,,"0216","52",,,,,,
"2010","01","0000","0228","51","0000",AL,BIRMINGHAM,"13820","000","99999","07000","04","09","0","1","1",242820.00000,281001.00000,58339.00000,236177.00000,,16511.00000,15663.38698,341421.00000,288297.00000,286799.00000,0.00000,7223042.00000,8239620.00000,3932965.00000,3932965159.00000,8239620.00000,8239620171.00000,B,ALABAMA,,15663.38698,236177.00000,228798.00000,58339.00000,4268.00000,16511.00000,15663.38698,C,,,N,,,"0107000",,,"0228","51",,,,,,
"2010","01","0000","0594","51","0000",AL,DECATUR,"19460","000","99999","20104","04","09","0","0","1",53929.00000,0.00000,7967.00000,53313.00000,,1422.00000,20431.17899,29649.00000,42675.00000,42002.00000,0.00000,553163.00000,631016.00000,631016.00000,631015520.00000,376387.00000,376387391.00000,A,ALABAMA,,20431.17899,53313.00000,56068.00000,7967.00000,810.00000,1422.00000,20431.17899,C,,,N,,,"0120104",,,"0594","51",,,,,,
"2010","01","0000","0624","51","0000",AL,DOTHAN,"20020","000","99999","21184","04","09","0","0","1",57737.00000,0.00000,8826.00000,56561.00000,,1088.00000,20538.67515,31440.00000,49083.00000,48750.00000,0.00000,583952.00000,666138.00000,666138.00000,666137752.00000,366692.00000,366691943.00000,A,ALABAMA,,20538.67515,56561.00000,66505.00000,8826.00000,530.00000,1088.00000,20538.67515,C,,,N,,,"0121184",,,"0624","51",,,,,,
"2010","01","0000","0810","51","0000",AL,FLORENCE,"22520","077","99999","26896","04","09","0","0","1",36264.00000,9270.00000,7142.00000,34983.00000,,1423.00000,19464.46061,31649.00000,37029.00000,37029.00000,0.00000,449574.00000,512847.00000,472655.00000,472655160.00000,512847.00000,512847244.00000,B,ALABAMA,,19464.46061,34983.00000,37877.00000,7142.00000,233.00000,1423.00000,19464.46061,C,,,N,,,"0126896",,,"0810","51",,,,,,
"2010","01","0000","0882","51","0000",AL,GADSDEN,"23460","055","99999","28696","04","09","0","0","1",38978.00000,49717.00000,8625.00000,37741.00000,,3181.00000,15610.07055,58088.00000,47565.00000,47565.00000,0.00000,1258570.00000,1435702.00000,559185.00000,559184971.00000,1435702.00000,1435701895.00000,B,ALABAMA,,15610.07055,37741.00000,36816.00000,8625.00000,382.00000,3181.00000,15610.07055,C,,,N,,,"0128696",,,"0882","51",,,,,,
"2010","01","0000","1206","51","0000",AL,HOOVER,"13820","000","99999","35896","04","09","0","0","1",62742.00000,0.00000,2076.00000,61966.00000,,150.00000,33361.35883,1.00000,0.00000,0.00000,0.00000,310643.00000,354363.00000,354363.00000,354362631.00000,75324.00000,75323941.00000,A,ALABAMA,,33361.35883,61966.00000,71020.00000,2076.00000,534.00000,150.00000,33361.35883,C,,,N,,,"0135896",,,"1206","51",,,,,,
"2010","01","0000","1218","51","0000",AL,HUNTSVILLE,"26620","000","99999","37000","04","09","0","0","1",158216.00000,0.00000,19542.00000,152411.00000,,2528.00000,24014.87090,72365.00000,142879.00000,142513.00000,0.00000,1409141.00000,1607465.00000,1607465.00000,1607465346.00000,824186.00000,824186320.00000,A,ALABAMA,,24014.87090,152411.00000,176645.00000,19542.00000,1618.00000,2528.00000,24014.87090,C,,,N,,,"0137000",,,"1218","51",,,,,,
"2010","01","0000","1542","51","0000",AL,MOBILE,"33660","097","99999","50000","04","09","0","0","1",198915.00000,99252.00000,40864.00000,193195.00000,,7314.00000,18071.60297,194856.00000,200452.00000,200452.00000,0.00000,3197253.00000,3647238.00000,2891058.00000,2891057977.00000,3647238.00000,3647238124.00000,B,ALABAMA,,18071.60297,193195.00000,191022.00000,40864.00000,3434.00000,7314.00000,18071.60297,C,,,N,,,"0150000",,,"1542","51",,,,,,
"2010","01","0000","1560","51","0000",AL,MONTGOMERY,"33860","101","99999","51000","04","09","0","0","1",201568.00000,0.00000,34073.00000,192033.00000,,6339.00000,19385.24074,134393.00000,177857.00000,177857.00000,0.00000,2261926.00000,2580272.00000,2580272.00000,2580271900.00000,1636281.00000,1636281259.00000,A,ALABAMA,,19385.24074,192033.00000,202696.00000,34073.00000,3305.00000,6339.00000,19385.24074,C,,,N,,,"0151000",,,"1560","51",,,,,,
"2010","01","0000","1740","51","0000",AL,OPELIKA,"12220","081","99999","57048","04","09","0","0","1",23498.00000,0.00000,4087.00000,22954.00000,,703.00000,18022.83565,15678.00000,0.00000,0.00000,0.00000,280094.00000,319515.00000,319515.00000,319514952.00000,190352.00000,190352088.00000,A,ALABAMA,,18022.83565,22954.00000,26808.00000,4087.00000,424.00000,703.00000,18022.83565,C,,,N,,,"0157048",,,"1740","51",,,,,,
"2010","01","0000","2268","51","0000",AL,TUSCALOOSA,"46220","125","99999","77256","04","09","0","0","1",77906.00000,4180.00000,16585.00000,70357.00000,,1864.00000,19128.91842,63370.00000,75211.00000,75211.00000,0.00000,1014879.00000,1157714.00000,1157714.00000,1157713576.00000,742644.00000,742644242.00000,A,ALABAMA,,19128.91842,70357.00000,90221.00000,16585.00000,986.00000,1864.00000,19128.91842,C,,,N,,,"0177256",,,"2268","51",,,,,,
"2010","01","0000","9073","61","0000",AL,JEFFERSON COUNTY,"13820","073","99999","99999","04","09","0","1","1",662047.00000,286291.00000,95674.00000,647628.00000,,28539.00000,20891.94045,634864.00000,671371.00000,671324.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,20891.94045,647628.00000,659503.00000,95674.00000,7395.00000,28539.00000,20891.94045,C,,,,,,"01073",,,"9073","61",,,,,,
"2010","01","0000","9073","62","0216",AL,BESSEMER CITY,"13820","073","99999","05980","04","09","3","0","0",29672.00000,20698.00000,7969.00000,29276.00000,,2004.00000,12231.59705,33054.00000,37656.00000,31729.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,12231.59705,29276.00000,28542.00000,7969.00000,411.00000,2004.00000,12231.59705,C,,,N,,,"0107305980",,,"9073","62",,,,,,
"2010","01","0000","9073","62","0228",AL,BIRMINGHAM CITY,"13820","073","99999","07000","04","09","3","0","0",242307.00000,279619.00000,58316.00000,235638.00000,,16503.00000,15642.63337,340887.00000,288278.00000,284413.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,15642.63337,235638.00000,228196.00000,58316.00000,4268.00000,16503.00000,15642.63337,C,,,N,,,"0107307000",,,"9073","62",,,,,,
"2010","01","0000","9073","62","1206",AL,HOOVER,"13820","073","99999","35896","04","09","3","0","0",46868.00000,0.00000,1858.00000,46158.00000,,142.00000,28694.92851,1.00000,27868.00000,19792.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,28694.92851,46158.00000,50678.00000,1858.00000,524.00000,142.00000,28694.92851,C,,,N,,,"0107335896",,,"9073","62",,,,,,
"2010","01","0000","9073","63","0092",AL,ARGO (TOTAL),"13820","073","99999","02320","04","09","9","0","0",1780.00000,0.00000,153.00000,1789.00000,,42.00000,18225.71269,1.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,18225.71269,1789.00000,1908.00000,153.00000,29.00000,42.00000,18225.71269,C,,,N,,,"0102320",,,"9073","63",,,,,,
"2010","01","0000","9073","63","0522",AL,COUNTY LINE (TOTAL),"13820","073","99999","17968","04","09","9","0","0",257.00000,150.00000,38.00000,219.00000,,3.00000,13621.00457,278.00000,199.00000,199.00000,0.00000,,,,,,,,ALABAMA,,13621.00457,219.00000,264.00000,38.00000,0.00000,3.00000,13621.00457,C,,,N,,,"0117968",,,"9073","63",,,,,,
"2010","01","0000","9073","63","1146",AL,HELENA (TOTAL),"13820","073","99999","34024","04","09","9","0","0",10296.00000,0.00000,218.00000,10134.00000,,38.00000,26323.07389,523.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,26323.07389,10134.00000,14639.00000,218.00000,8.00000,38.00000,26323.07389,C,,,N,,,"0134024",,,"9073","63",,,,,,
"2010","01","0000","9073","63","1326",AL,LEEDS (TOTAL),"13820","073","99999","41968","04","09","4","0","0",10460.00000,0.00000,1419.00000,10733.00000,,387.00000,18572.73656,6162.00000,9997.00000,8638.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,18572.73656,10733.00000,11312.00000,1419.00000,140.00000,387.00000,18572.73656,C,,,N,,,"0141968",,,"9073","63",,,,,,
"2010","01","0000","9073","63","2142",AL,SUMITON (TOTAL),"13820","073","99999","73848","04","09","9","0","0",2665.00000,0.00000,433.00000,2549.00000,,68.00000,15031.70920,1287.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,15031.70920,2549.00000,2564.00000,433.00000,21.00000,68.00000,15031.70920,C,,,N,,,"0173848",,,"9073","63",,,,,,
"2010","01","0000","9073","63","2262",AL,TRUSSVILLE (TOTAL),"13820","073","99999","76944","04","09","4","0","0",12924.00000,0.00000,479.00000,13572.00000,,338.00000,27234.69864,2510.00000,0.00000,0.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,27234.69864,13572.00000,18985.00000,479.00000,26.00000,338.00000,27234.69864,C,,,N,,,"0176944",,,"9073","63",,,,,,
"2010","01","0000","9073","63","2316",AL,VESTAVIA HILLS (TOTAL),"13820","073","99999","78552","04","09","4","0","0",25996.00000,0.00000,788.00000,26269.00000,,123.00000,39507.94825,4029.00000,0.00000,0.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,39507.94825,26269.00000,30892.00000,788.00000,95.00000,123.00000,39507.94825,C,,,N,,,"0178552",,,"9073","63",,,,,,
"2010","01","0000","9073","64","0012",AL,ADAMSVILLE CITY,"13820","073","99999","00460","04","09","1","0","0",4965.00000,0.00000,303.00000,4739.00000,,130.00000,18496.02011,2095.00000,4511.00000,2498.00000,0.00000,,,,,,,,ALABAMA,,18496.02011,4739.00000,4739.00000,303.00000,11.00000,130.00000,18496.02011,C,,,N,,,"0107300460",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0092",AL,ARGO (PT.),"13820","073","99999","02320","04","09","3","0","0",93.00000,0.00000,0.00000,96.00000,,1.00000,27996.87500,1.00000,0.00000,0.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,27996.87500,96.00000,91.00000,0.00000,0.00000,1.00000,27996.87500,C,,,N,,,"0107302320",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0312",AL,BRIGHTON TOWN,"13820","073","99999","09400","04","09","1","0","0",3640.00000,1033.00000,963.00000,3545.00000,,264.00000,11001.63611,2884.00000,5308.00000,5308.00000,0.00000,,,,,,,,ALABAMA,,11001.63611,3545.00000,3263.00000,963.00000,61.00000,264.00000,11001.63611,C,,,N,,,"0107309400",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0324",AL,BROOKSIDE TOWN,"13820","073","99999","09736","04","09","1","0","0",1393.00000,162.00000,255.00000,1401.00000,,83.00000,14242.32691,999.00000,1409.00000,1409.00000,0.00000,,,,,,,,ALABAMA,,14242.32691,1401.00000,1326.00000,255.00000,13.00000,83.00000,14242.32691,C,,,N,,,"0107309736",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0372",AL,CARDIFF TOWN,"13820","073","99999","12040","04","09","1","0","0",82.00000,221.00000,8.00000,99.00000,,15.00000,16066.66667,202.00000,140.00000,140.00000,0.00000,,,,,,,,ALABAMA,,16066.66667,99.00000,80.00000,8.00000,0.00000,15.00000,16066.66667,C,,,N,,,"0107312040",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0408",AL,CENTER POINT,"13820","073","99999","13264","04","09","1","0","0",20869.00000,0.00000,2051.00000,20649.00000,,184.00000,17877.27906,1.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,17877.27906,20649.00000,15408.00000,2051.00000,245.00000,184.00000,17877.27906,C,,,N,,,"0107313264",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0458",AL,CLAY CITY,"13820","073","99999","15256","04","09","1","0","0",4987.00000,0.00000,218.00000,4878.00000,,55.00000,21220.04057,1.00000,0.00000,0.00000,0.00000,,,,,,,,ALABAMA,,21220.04057,4878.00000,8308.00000,218.00000,16.00000,55.00000,21220.04057,C,,,N,,,"0107315256",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0522",AL,COUNTY LINE (PT.),"13820","073","99999","17968","04","09","3","0","0",124.00000,199.00000,30.00000,152.00000,,2.00000,14986.18421,211.00000,99.00000,99.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,14986.18421,152.00000,115.00000,30.00000,0.00000,2.00000,14986.18421,C,,,N,,,"0107317968",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0744",AL,FAIRFIELD CITY,"13820","073","99999","25120","04","09","1","0","0",12381.00000,12245.00000,2525.00000,11728.00000,,670.00000,14606.67097,15816.00000,13239.00000,13040.00000,0.00000,,,,,,,,ALABAMA,,14606.67097,11728.00000,11316.00000,2525.00000,154.00000,670.00000,14606.67097,C,,,N,,,"0107325120",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0870",AL,FULTONDALE CITY,"13820","073","99999","28552","04","09","1","0","0",6595.00000,0.00000,705.00000,6381.00000,,122.00000,18655.55903,2001.00000,6217.00000,6217.00000,0.00000,,,,,,,,ALABAMA,,18655.55903,6381.00000,6918.00000,705.00000,33.00000,122.00000,18655.55903,C,,,N,,,"0107328552",,,"9073","64",,,,,,
"2010","01","0000","9073","64","0906",AL,GARDENDALE CITY,"13820","073","99999","29056","04","09","1","0","0",11626.00000,0.00000,591.00000,11653.00000,,248.00000,22673.06682,4712.00000,8638.00000,7928.00000,0.00000,,,,,,,,ALABAMA,,22673.06682,11653.00000,13665.00000,591.00000,35.00000,248.00000,22673.06682,C,,,N,,,"0107329056",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1002",AL,GRAYSVILLE CITY,"13820","073","99999","31384","04","09","1","0","0",2344.00000,1901.00000,254.00000,2238.00000,,160.00000,16327.83915,2870.00000,3126.00000,2642.00000,0.00000,,,,,,,,ALABAMA,,16327.83915,2238.00000,2374.00000,254.00000,16.00000,160.00000,16327.83915,C,,,N,,,"0107331384",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1146",AL,HELENA (PT.),"13820","073","99999","34024","04","09","3","0","0",3.00000,0.00000,0.00000,0.00000,,0.00000,,1.00000,0.00000,0.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,,0.00000,97.00000,0.00000,0.00000,0.00000,,C,,,N,,,"0107334024",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1200",AL,HOMEWOOD CITY,"13820","073","99999","35800","04","09","1","0","0",25043.00000,6384.00000,1754.00000,22975.00000,,1166.00000,25490.54586,20289.00000,22455.00000,21412.00000,0.00000,,,,,,,,ALABAMA,,25490.54586,22975.00000,23840.00000,1754.00000,196.00000,1166.00000,25490.54586,C,,,N,,,"0107335800",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1212",AL,HUEYTOWN CITY,"13820","073","99999","36448","04","09","1","0","0",15364.00000,0.00000,1018.00000,14984.00000,,367.00000,19734.81204,5997.00000,16070.00000,13309.00000,0.00000,,,,,,,,ALABAMA,,19734.81204,14984.00000,15751.00000,1018.00000,81.00000,367.00000,19734.81204,C,,,N,,,"0107336448",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1230",AL,IRONDALE CITY,"13820","073","99999","37864","04","09","1","0","0",9813.00000,0.00000,879.00000,9560.00000,,239.00000,23251.19493,3501.00000,8666.00000,6510.00000,0.00000,,,,,,,,ALABAMA,,23251.19493,9560.00000,9677.00000,879.00000,66.00000,239.00000,23251.19493,C,,,N,,,"0107337864",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1284",AL,KIMBERLY TOWN,"13820","073","99999","39856","04","09","1","0","0",1801.00000,0.00000,144.00000,1865.00000,,44.00000,17055.33512,763.00000,1043.00000,1043.00000,0.00000,,,,,,,,ALABAMA,,17055.33512,1865.00000,2767.00000,144.00000,18.00000,44.00000,17055.33512,C,,,N,,,"0107339856",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1326",AL,LEEDS (PT.),"13820","073","99999","41968","04","09","4","0","0",9033.00000,0.00000,1405.00000,9199.00000,,378.00000,18043.21603,5818.00000,8812.00000,7881.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,18043.21603,9199.00000,9510.00000,1405.00000,140.00000,378.00000,18043.21603,C,,,N,,,"0107341968",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1386",AL,LIPSCOMB CITY,"13820","073","99999","43336","04","09","1","0","0",2458.00000,1910.00000,401.00000,2475.00000,,132.00000,13581.72303,2811.00000,3741.00000,3741.00000,0.00000,,,,,,,,ALABAMA,,13581.72303,2475.00000,2278.00000,401.00000,46.00000,132.00000,13581.72303,C,,,N,,,"0107343336",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1494",AL,MAYTOWN TOWN,"13820","073","99999","47728","04","09","1","0","0",435.00000,13.00000,49.00000,492.00000,,18.00000,15125.40650,297.00000,538.00000,538.00000,0.00000,,,,,,,,ALABAMA,,15125.40650,492.00000,429.00000,49.00000,5.00000,18.00000,15125.40650,C,,,N,,,"0107347728",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1506",AL,MIDFIELD CITY,"13820","073","99999","48376","04","09","1","0","0",5626.00000,112.00000,924.00000,5764.00000,,196.00000,15729.22067,3556.00000,6185.00000,6536.00000,0.00000,,,,,,,,ALABAMA,,15729.22067,5764.00000,5185.00000,924.00000,86.00000,196.00000,15729.22067,C,,,N,,,"0107348376",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1572",AL,MORRIS TOWN,"13820","073","99999","51456","04","09","1","0","0",1827.00000,0.00000,9.00000,1918.00000,,43.00000,19923.72529,638.00000,623.00000,623.00000,0.00000,,,,,,,,ALABAMA,,19923.72529,1918.00000,1888.00000,9.00000,12.00000,43.00000,19923.72529,C,,,N,,,"0107351456",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1602",AL,MOUNTAIN BROOK,"13820","073","99999","51696","04","09","1","0","0",20604.00000,0.00000,604.00000,20900.00000,,873.00000,59084.62088,12680.00000,19718.00000,19718.00000,0.00000,,,,,,,,ALABAMA,,59084.62088,20900.00000,21061.00000,604.00000,8.00000,873.00000,59084.62088,C,,,N,,,"0107351696",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1614",AL,MULGA TOWN,"13820","073","99999","52776","04","09","1","0","0",973.00000,0.00000,96.00000,887.00000,,225.00000,16621.64600,482.00000,405.00000,405.00000,0.00000,,,,,,,,ALABAMA,,16621.64600,887.00000,889.00000,96.00000,12.00000,225.00000,16621.64600,C,,,N,,,"0107352776",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1686",AL,NORTH JOHNS,"13820","073","99999","55152","04","09","1","0","0",142.00000,373.00000,43.00000,138.00000,,3.00000,8148.55072,338.00000,243.00000,243.00000,0.00000,,,,,,,,ALABAMA,,8148.55072,138.00000,131.00000,43.00000,0.00000,3.00000,8148.55072,C,,,N,,,"0107355152",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1844",AL,Pinson city,"13820","073","99999","60648","04","09","1","0","0",5033.00000,0.00000,509.00000,4946.00000,,50.00000,17703.68221,1.00000,,,,,,,,,,,ALABAMA,,17703.68221,4946.00000,6813.00000,509.00000,19.00000,50.00000,17703.68221,C,,,N,,,"0107360648",,,"9073","64",,,,,,
"2010","01","0000","9073","64","1854",AL,PLEASANT GROVE CITY,"13820","073","99999","61008","04","09","1","0","0",9983.00000,0.00000,375.00000,9841.00000,,84.00000,20773.62702,3097.00000,7102.00000,7102.00000,0.00000,,,,,,,,ALABAMA,,20773.62702,9841.00000,10254.00000,375.00000,16.00000,84.00000,20773.62702,C,,,N,,,"0107361008",,,"9073","64",,,,,,
"2010","01","0000","9073","64","2142",AL,SUMITON (PT.),"13820","073","99999","73848","04","09","3","0","0",2.00000,0.00000,0.00000,0.00000,,0.00000,,1.00000,0.00000,0.00000,0.00000,,0.00000,,0.00000,,0.00000,,ALABAMA,,,0.00000,2.00000,0.00000,0.00000,0.00000,,C,,,N,,,"0107373848",,,"9073","64",,,,,,
"2010","01","0000","9073","64","2172",AL,SYLVAN SPRINGS,"13820","073","99999","74424","04","09","1","0","0",1465.00000,0.00000,70.00000,1501.00000,,42.00000,20337.90806,245.00000,450.00000,450.00000,0.00000,,,,,,,,ALABAMA,,20337.90806,1501.00000,1516.00000,70.00000,6.00000,42.00000,20337.90806,C,,,N,,,"0107374424",,,"9073","64",,,,,,
"2010","01","0000","9073","64","2196",AL,TARRANT CITY,"13820","073","99999","74976","04","09","1","0","0",7022.00000,5135.00000,1151.00000,7093.00000,,756.00000,14149.32773,7810.00000,8148.00000,8148.00000,0.00000,,,,,,,,ALABAMA,,14149.32773,7093.00000,6499.00000,1151.00000,98.00000,756.00000,14149.32773,C,,,N,,,"0107374976",,,"9073","64",,,,,,
